onset	duration	nwb_table	ses_ID	ses_Name	cond_Name	cond_ID	target_rot	rep_num	pdOn	pdOff
61.775000000000006	0.8999999999999986	trials	4	s004_F190802	grCe_grSu12Mi	9	315.0	9	62.075	62.373
62.417	0.8999999999999986	trials	4	s004_F190802	grCe_grSu18Fa	11	0.0	9	62.717	63.015
66.034	0.8999999999999915	trials	4	s004_F190802	grCe_grSu3Ne	5	315.0	9	66.334	66.632
66.676	0.8999999999999915	trials	4	s004_F190802	grCe_grSu18Fa	11	135.0	9	66.976	67.274
67.32600000000001	0.8999999999999915	trials	4	s004_F190802	grCe_grSu6Ne	7	270.0	9	67.626	67.924
67.968	0.8999999999999915	trials	4	s004_F190802	grCe_grSu18Fa	11	90.0	9	68.268	68.566
68.61	0.8999999999999915	trials	4	s004_F190802	grCe_grSu1Ne	3	0.0	9	68.91	69.207
74.60300000000001	0.8999999999999915	trials	4	s004_F190802	grCe	1	315.0	9	74.903	75.2
75.244	0.8999999999999915	trials	4	s004_F190802	grCe_grSu18Fa	11	270.0	9	75.544	75.842
75.88600000000001	0.8999999999999915	trials	4	s004_F190802	grCe_grSu6Ne	7	135.0	9	76.186	76.484
76.486	0.8999999999999915	trials	4	s004_F190802	NoStim	0		9	76.786	77.084
77.128	0.8999999999999915	trials	4	s004_F190802	grCe_grSu12Mi	9	90.0	9	77.428	77.726
83.221	0.8999999999999915	trials	4	s004_F190802	grCe_grSu6Ne	7	0.0	9	83.521	83.818
83.863	0.8999999999999915	trials	4	s004_F190802	grCe_grSu6Ne	7	225.0	9	84.163	84.46
84.504	0.8999999999999915	trials	4	s004_F190802	grCe_grSu3Ne	5	180.0	9	84.804	85.102
85.13000000000001	0.8999999999999915	trials	4	s004_F190802	grCe	1	45.0	9	85.43	85.727
85.75500000000001	0.8999999999999915	trials	4	s004_F190802	grSu3Ne	4		9	86.055	86.352
91.822	0.8999999999999915	trials	4	s004_F190802	grCe_grSu18Fa	11	315.0	9	92.122	92.42
92.473	0.8999999999999915	trials	4	s004_F190802	grCe_grSu1Ne	3	90.0	9	92.773	93.07
93.098	0.8999999999999915	trials	4	s004_F190802	grSu1Ne	2		9	93.398	93.695
93.739	0.8999999999999915	trials	4	s004_F190802	grCe_grSu3Ne	5	90.0	9	94.039	94.337
94.36500000000001	0.8999999999999915	trials	4	s004_F190802	grCe	1	180.0	9	94.665	94.962
100.87400000000001	0.8999999999999915	trials	4	s004_F190802	grCe_grSu1Ne	3	225.0	9	101.174	101.472
101.516	0.8999999999999915	trials	4	s004_F190802	grCe_grSu1Ne	3	45.0	9	101.816	102.114
102.166	0.8999999999999915	trials	4	s004_F190802	grCe_grSu6Ne	7	315.0	9	102.466	102.764
102.791	0.8999999999999915	trials	4	s004_F190802	grSu12Mi	8		9	103.091	103.389
103.433	0.8999999999999915	trials	4	s004_F190802	grCe_grSu3Ne	5	270.0	9	103.733	104.031
114.00200000000001	0.8999999999999915	trials	4	s004_F190802	grCe_grSu18Fa	11	45.0	9	114.302	114.599
114.652	0.8999999999999915	trials	4	s004_F190802	grCe_grSu12Mi	9	270.0	9	114.952	115.249
115.293	0.8999999999999915	trials	4	s004_F190802	grCe_grSu12Mi	9	225.0	9	115.593	115.891
115.919	0.8999999999999915	trials	4	s004_F190802	grCe	1	90.0	9	116.219	116.516
116.56	0.8999999999999915	trials	4	s004_F190802	grCe_grSu3Ne	5	135.0	9	116.86	117.159
