onset	duration	nwb_table	ses_ID	ses_Name	cond_Name	cond_ID	target_rot	rep_num	pdOn	pdOff
26.002	0.9000000000000021	trials	124	s124_J210702	coCe_grSu6Ne	17	135.0	9	26.302	26.602
30.035999999999998	0.9000000000000021	trials	124	s124_J210702	grSu12Mi	8		9	30.336	30.636
30.645	0.9000000000000021	trials	124	s124_J210702	grCe_grSu12Mi	9	45.0	9	30.945	31.244
36.279	0.8999999999999986	trials	124	s124_J210702	grCe_grSu1Ne	3	135.0	9	36.579	36.878
36.879000000000005	0.8999999999999986	trials	124	s124_J210702	coCe_grSu6Ne	17	0.0	9	37.179	37.478
37.487	0.8999999999999986	trials	124	s124_J210702	grCe_grSu18Fa	11	180.0	9	37.787	38.087
42.363	0.8999999999999986	trials	124	s124_J210702	grCe_grSu6CiNe_PS	19	225.0	9	42.663	42.962
45.905	0.8999999999999986	trials	124	s124_J210702	grCe_grSu6CiNe	15	315.0	9	46.205	46.505
47.105000000000004	0.8999999999999986	trials	124	s124_J210702	grSu6Ne	6		9	47.405	47.705
52.998000000000005	0.8999999999999986	trials	124	s124_J210702	grCe_grSu12SmCiNe	13	45.0	9	53.298	53.597
53.598000000000006	0.8999999999999986	trials	124	s124_J210702	grCe	1	270.0	9	53.898	54.197
54.198	0.8999999999999986	trials	124	s124_J210702	grCe_grSu6CiNe_PS	19	45.0	9	54.498	54.797
59.24	0.8999999999999986	trials	124	s124_J210702	grCe_grSu1Ne	3	270.0	9	59.54	59.84
63.074000000000005	0.8999999999999986	trials	124	s124_J210702	coCe	16	0.0	9	63.374	63.673
63.674	0.8999999999999986	trials	124	s124_J210702	grCe_grSu6Ne	7	45.0	9	63.974	64.273
64.274	0.8999999999999915	trials	124	s124_J210702	coCe_grSu6Ne	17	45.0	9	64.574	64.874
69.333	0.8999999999999915	trials	124	s124_J210702	grCe_grSu1Ne	3	45.0	9	69.633	69.933
69.933	0.8999999999999915	trials	124	s124_J210702	grCe_grSu3Ne	5	225.0	9	70.233	70.533
70.542	0.8999999999999915	trials	124	s124_J210702	grCe_grSu6CiNe	15	180.0	9	70.842	71.141
75.901	0.8999999999999915	trials	124	s124_J210702	grCe_grSu12Mi	9	90.0	9	76.201	76.5
76.526	0.8999999999999915	trials	124	s124_J210702	grCe_grSu6Ne	7	90.0	9	76.826	77.125
77.126	0.8999999999999915	trials	124	s124_J210702	grCe_grSu6CiNe	15	225.0	9	77.426	77.725
88.794	0.8999999999999915	trials	124	s124_J210702	coCe	16	270.0	9	89.094	89.393
95.02	0.8999999999999915	trials	124	s124_J210702	grCe_grSu6CiNe_PS	19	0.0	9	95.32	95.619
95.62	0.8999999999999915	trials	124	s124_J210702	grCe_grSu6CiNe	15	0.0	9	95.92	96.219
96.22	0.8999999999999915	trials	124	s124_J210702	grCe_grSu12SmCiNe	13	315.0	9	96.52	96.819
107.646	0.8999999999999915	trials	124	s124_J210702	grCe_grSu1Ne	3	225.0	9	107.946	108.246
108.24600000000001	0.8999999999999915	trials	124	s124_J210702	grCe	1	225.0	9	108.546	108.846
108.87100000000001	0.8999999999999915	trials	124	s124_J210702	grSu6CiNe	14		9	109.171	109.471
117.081	0.8999999999999915	trials	124	s124_J210702	grCe_grSu12Mi	9	135.0	9	117.381	117.68
117.681	0.8999999999999915	trials	124	s124_J210702	grCe_grSu6CiNe_PS	19	135.0	9	117.981	118.28
118.289	0.8999999999999915	trials	124	s124_J210702	grCe_grSu6Ne_PS	18	225.0	9	118.589	118.889
123.89	0.8999999999999915	trials	124	s124_J210702	grCe_grSu18Fa	11	0.0	9	124.19	124.49
124.49900000000001	0.8999999999999915	trials	124	s124_J210702	grCe_grSu18Fa	11	225.0	9	124.799	125.098
133.52499999999998	0.9000000000000057	trials	124	s124_J210702	grCe_grSu3Ne	5	180.0	9	133.825	134.124
134.125	0.9000000000000057	trials	124	s124_J210702	grCe_grSu3Ne	5	135.0	9	134.425	134.724
142.676	0.9000000000000057	trials	124	s124_J210702	grCe_grSu6Ne_PS	18	90.0	9	142.976	143.275
143.27599999999998	0.9000000000000057	trials	124	s124_J210702	grCe	1	315.0	9	143.576	143.875
147.15099999999998	0.9000000000000057	trials	124	s124_J210702	coCe	16	315.0	9	147.451	147.751
147.75199999999998	0.9000000000000057	trials	124	s124_J210702	grCe_grSu3Ne	5	270.0	9	148.052	148.351
159.92	0.9000000000000057	trials	124	s124_J210702	grCe	1	0.0	9	160.22	160.519
160.51999999999998	0.9000000000000057	trials	124	s124_J210702	grCe_grSu6Ne	7	180.0	9	160.82	161.119
161.14499999999998	0.9000000000000057	trials	124	s124_J210702	grCe_grSu12Mi	9	0.0	9	161.445	161.744
166.304	0.9000000000000057	trials	124	s124_J210702	grCe_grSu12SmCiNe	13	225.0	9	166.604	166.903
166.904	0.9000000000000057	trials	124	s124_J210702	grCe_grSu12SmCiNe_PS	21	90.0	9	167.204	167.504
167.504	0.9000000000000057	trials	124	s124_J210702	coCe_grSu6Ne	17	90.0	9	167.804	168.104
172.51299999999998	0.9000000000000057	trials	124	s124_J210702	grCe_grSu6CiNe	15	45.0	9	172.813	173.113
173.73	0.9000000000000057	trials	124	s124_J210702	grCe	1	180.0	9	174.03	174.329
178.74699999999999	0.9000000000000057	trials	124	s124_J210702	grCe_grSu6Ne_PS	18	180.0	9	179.047	179.347
189.057	0.9000000000000057	trials	124	s124_J210702	grCe_grSu6CiNe_PS	19	270.0	9	189.357	189.656
189.65699999999998	0.9000000000000057	trials	124	s124_J210702	grCe_grSu6Ne_PS	18	315.0	9	189.957	190.256
190.25699999999998	0.9000000000000057	trials	124	s124_J210702	grCe_grSu12SmCiNe	13	270.0	9	190.557	190.857
198.266	0.9000000000000057	trials	124	s124_J210702	grCe_grSu12SmCiNe_PS	21	270.0	9	198.566	198.866
198.875	0.9000000000000057	trials	124	s124_J210702	grCe_grSu18Fa	11	135.0	9	199.175	199.474
204.642	0.9000000000000057	trials	124	s124_J210702	grCe_grSu6CiNe_PS	19	90.0	9	204.942	205.242
208.343	0.9000000000000057	trials	124	s124_J210702	grCe_grSu12SmCiNe	13	0.0	9	208.643	208.942
208.951	0.9000000000000057	trials	124	s124_J210702	grCe_grSu3Ne	5	0.0	9	209.251	209.551
209.551	0.9000000000000057	trials	124	s124_J210702	grCe_grSu6CiNe	15	270.0	9	209.851	210.151
214.56	0.9000000000000057	trials	124	s124_J210702	coCe	16	180.0	9	214.86	215.16
215.16	0.9000000000000057	trials	124	s124_J210702	coCe	16	90.0	9	215.46	215.76
221.003	0.9000000000000057	trials	124	s124_J210702	grSu1Ne	2		9	221.303	221.602
224.70299999999997	0.9000000000000057	trials	124	s124_J210702	grCe_grSu12Mi	9	225.0	9	225.003	225.303
