onset	duration	nwb_table	ses_ID	ses_Name	cond_Name	cond_ID	target_rot	rep_num	pdOn	pdOff
61.408	0.8999999999999986	trials	18	s018_F191203	grCe_grSu3Ne	5	0.0	8	61.708	62.007
62.017	0.8999999999999986	trials	18	s018_F191203	grCe_grSu12SmCiNe	13	315.0	8	62.317	62.615
62.625	0.8999999999999986	trials	18	s018_F191203	NoStim	0		8	62.925	63.224
69.093	0.8999999999999915	trials	18	s018_F191203	coCe	16	180.0	8	69.393	69.692
69.702	0.8999999999999915	trials	18	s018_F191203	grCe_grSu6Ne	7	0.0	8	70.002	70.3
70.302	0.8999999999999915	trials	18	s018_F191203	coCe	16	45.0	8	70.602	70.9
76.97	0.8999999999999915	trials	18	s018_F191203	grCe_grSu12SmCiNe_PS	21	270.0	8	77.27	77.568
77.578	0.8999999999999915	trials	18	s018_F191203	grCe_grSu6Ne_PS	18	90.0	8	77.878	78.176
85.004	0.8999999999999915	trials	18	s018_F191203	grCe_grSu12SmCiNe	13	225.0	8	85.304	85.603
86.221	0.8999999999999915	trials	18	s018_F191203	grCe_grSu12Mi	9	315.0	8	86.521	86.82
93.514	0.8999999999999915	trials	18	s018_F191203	grSu6Ne	6		8	93.814	94.113
100.741	0.8999999999999915	trials	18	s018_F191203	coCe_grSu6Ne	17	225.0	8	101.041	101.339
101.349	0.8999999999999915	trials	18	s018_F191203	grCe_grSu12Mi	9	0.0	8	101.649	101.948
101.958	0.8999999999999915	trials	18	s018_F191203	grCe_grSu6Ne_PS	18	270.0	8	102.258	102.556
109.417	0.8999999999999915	trials	18	s018_F191203	grCe_grSu6CiNe	15	90.0	8	109.717	110.016
110.034	0.8999999999999915	trials	18	s018_F191203	grCe_grSu18Fa	11	45.0	8	110.334	110.633
116.46000000000001	0.8999999999999915	trials	18	s018_F191203	grCe_grSu6Ne_PS	18	135.0	8	116.76	117.059
117.06	0.8999999999999915	trials	18	s018_F191203	coCe	16	135.0	8	117.36	117.659
117.669	0.8999999999999915	trials	18	s018_F191203	coCe_grSu6Ne	17	135.0	8	117.969	118.267
124.328	0.8999999999999915	trials	18	s018_F191203	grCe_grSu18Fa	11	135.0	8	124.628	124.927
124.937	0.8999999999999915	trials	18	s018_F191203	grCe_grSu6CiNe	15	315.0	8	125.237	125.535
