session_id	original_session_id
ses-s060+J210421	ses-s060_J210421
ses-s061+J210423	ses-s061_J210423
ses-s062+J210501	ses-s062_J210501
ses-s063+J210502	ses-s063_J210502
ses-s064+J210504	ses-s064_J210504
ses-s065+J210506	ses-s065_J210506
ses-s066+J210507	ses-s066_J210507
ses-s067+J210508	ses-s067_J210508
ses-s068+J210509	ses-s068_J210509
ses-s069+J210510	ses-s069_J210510
ses-s070+J210510	ses-s070_J210510
ses-s071+J210515	ses-s071_J210515
ses-s072+J210515	ses-s072_J210515
ses-s073+J210516	ses-s073_J210516
ses-s074+J210516	ses-s074_J210516
ses-s075+J210517	ses-s075_J210517
ses-s076+J210518	ses-s076_J210518
ses-s077+J210518	ses-s077_J210518
ses-s078+J210519	ses-s078_J210519
ses-s079+J210522	ses-s079_J210522
ses-s080+J210522	ses-s080_J210522
ses-s081+J210524	ses-s081_J210524
ses-s082+J210524	ses-s082_J210524
ses-s083+J210525	ses-s083_J210525
ses-s084+J210525	ses-s084_J210525
ses-s085+J210526	ses-s085_J210526
ses-s086+J210526	ses-s086_J210526
ses-s087+J210527	ses-s087_J210527
ses-s088+J210527	ses-s088_J210527
ses-s089+J210528	ses-s089_J210528
ses-s090+J210528	ses-s090_J210528
ses-s091+J210601	ses-s091_J210601
ses-s092+J210602	ses-s092_J210602
ses-s093+J210603	ses-s093_J210603
ses-s094+J210604	ses-s094_J210604
ses-s095+J210605	ses-s095_J210605
ses-s096+J210605	ses-s096_J210605
ses-s097+J210606	ses-s097_J210606
ses-s098+J210606	ses-s098_J210606
ses-s099+J210607	ses-s099_J210607
ses-s100+J210607	ses-s100_J210607
ses-s101+J210609	ses-s101_J210609
ses-s102+J210609	ses-s102_J210609
ses-s103+J210614	ses-s103_J210614
ses-s104+J210614	ses-s104_J210614
ses-s105+J210615	ses-s105_J210615
ses-s106+J210615	ses-s106_J210615
ses-s107+J210617	ses-s107_J210617
ses-s108+J210617	ses-s108_J210617
ses-s109+J210618	ses-s109_J210618
ses-s110+J210618	ses-s110_J210618
ses-s111+J210621	ses-s111_J210621
ses-s112+J210621	ses-s112_J210621
ses-s113+J210622	ses-s113_J210622
ses-s114+J210622	ses-s114_J210622
ses-s115+J210623	ses-s115_J210623
ses-s116+J210623	ses-s116_J210623
ses-s117+J210624	ses-s117_J210624
ses-s118+J210627	ses-s118_J210627
ses-s119+J210628	ses-s119_J210628
ses-s120+J210628	ses-s120_J210628
ses-s121+J210629	ses-s121_J210629
ses-s122+J210701	ses-s122_J210701
ses-s123+J210701	ses-s123_J210701
ses-s124+J210702	ses-s124_J210702
ses-s125+J210702	ses-s125_J210702
ses-s126+J210711	ses-s126_J210711
ses-s127+J210711	ses-s127_J210711
ses-s128+J210713	ses-s128_J210713
ses-s129+J210714	ses-s129_J210714
ses-s130+J210714	ses-s130_J210714
