onset	duration	nwb_table	ses_ID	ses_Name	cond_Name	cond_ID	target_rot	rep_num	pdOn	pdOff
25.402	0.9000000000000021	trials	60	s060_J210421	grSu1Ne	2		4	25.702	26.001
26.002	0.9000000000000021	trials	60	s060_J210421	coCe	16	45.0	4	26.302	26.601
29.561	0.9000000000000021	trials	60	s060_J210421	grCe_grSu12SmCiNe_PS	21	90.0	4	29.861	30.16
33.936	0.8999999999999986	trials	60	s060_J210421	grCe_grSu6CiNe_PS	19	45.0	4	34.236	34.536
34.553000000000004	0.8999999999999986	trials	60	s060_J210421	grCe_grSu6Ne_PS	18	225.0	4	34.853	35.153
35.153000000000006	0.8999999999999986	trials	60	s060_J210421	grCe_grSu3Ne	5	180.0	4	35.453	35.753
35.753	0.8999999999999986	trials	60	s060_J210421	grCe_grSu1Ne	3	45.0	4	36.053	36.353
41.254000000000005	0.8999999999999986	trials	60	s060_J210421	grCe_grSu3Ne	5	45.0	4	41.554	41.853
41.854000000000006	0.8999999999999986	trials	60	s060_J210421	grCe_grSu12SmCiNe_PS	21	135.0	4	42.154	42.453
42.462	0.8999999999999986	trials	60	s060_J210421	grCe_grSu6Ne	7	135.0	4	42.762	43.062
49.022000000000006	0.8999999999999986	trials	60	s060_J210421	coCe	16	315.0	4	49.322	49.621
50.847	0.8999999999999986	trials	60	s060_J210421	grCe_grSu12Mi	9	0.0	4	51.147	51.446
56.472	0.8999999999999986	trials	60	s060_J210421	grCe_grSu6Ne	7	45.0	4	56.772	57.072
57.681000000000004	0.8999999999999986	trials	60	s060_J210421	coCe_grSu6Ne	17	45.0	4	57.981	58.281
58.289	0.8999999999999986	trials	60	s060_J210421	grCe_grSu6CiNe_PS	19	0.0	4	58.589	58.889
63.765	0.8999999999999915	trials	60	s060_J210421	grCe_grSu6Ne_PS	18	270.0	4	64.065	64.365
64.36500000000001	0.8999999999999915	trials	60	s060_J210421	grCe_grSu12SmCiNe	13	270.0	4	64.665	64.965
65.565	0.8999999999999915	trials	60	s060_J210421	grCe_grSu12SmCiNe	13	225.0	4	65.865	66.165
71.191	0.8999999999999915	trials	60	s060_J210421	grCe_grSu18Fa	11	90.0	4	71.491	71.791
71.791	0.8999999999999915	trials	60	s060_J210421	grCe_grSu12SmCiNe	13	180.0	4	72.091	72.391
72.4	0.8999999999999915	trials	60	s060_J210421	grCe_grSu3Ne	5	315.0	4	72.7	72.999
73.00800000000001	0.8999999999999915	trials	60	s060_J210421	grCe_grSu12Mi	9	225.0	4	73.308	73.608
82.801	0.8999999999999915	trials	60	s060_J210421	grCe_grSu12Mi	9	270.0	4	83.101	83.4
83.409	0.8999999999999915	trials	60	s060_J210421	grCe_grSu18Fa	11	270.0	4	83.709	84.009
89.185	0.8999999999999915	trials	60	s060_J210421	grCe_grSu6CiNe	15	0.0	4	89.485	89.785
89.793	0.8999999999999915	trials	60	s060_J210421	grCe_grSu12SmCiNe	13	90.0	4	90.093	90.393
96.47800000000001	0.8999999999999915	trials	60	s060_J210421	NoStim	0		4	96.778	97.077
97.078	0.8999999999999915	trials	60	s060_J210421	grSu6CiNe	14		4	97.378	97.677
97.678	0.8999999999999915	trials	60	s060_J210421	grCe_grSu12SmCiNe	13	135.0	4	97.978	98.277
98.278	0.8999999999999915	trials	60	s060_J210421	grSu6Ne	6		4	98.578	98.877
103.87	0.8999999999999915	trials	60	s060_J210421	grCe	1	180.0	4	104.17	104.47
104.47	0.8999999999999915	trials	60	s060_J210421	grCe_grSu6CiNe	15	45.0	4	104.77	105.07
105.07900000000001	0.8999999999999915	trials	60	s060_J210421	grCe_grSu3Ne	5	225.0	4	105.379	105.678
105.679	0.8999999999999915	trials	60	s060_J210421	coCe_grSu6Ne	17	90.0	4	105.979	106.278
110.99600000000001	0.8999999999999915	trials	60	s060_J210421	grCe_grSu12Mi	9	90.0	4	111.296	111.596
114.438	0.8999999999999915	trials	60	s060_J210421	grCe_grSu12SmCiNe_PS	21	180.0	4	114.738	115.038
115.038	0.8999999999999915	trials	60	s060_J210421	coCe_grSu6Ne	17	225.0	4	115.338	115.638
115.638	0.8999999999999915	trials	60	s060_J210421	grCe_grSu6CiNe_PS	19	180.0	4	115.938	116.238
116.247	0.8999999999999915	trials	60	s060_J210421	grCe_grSu18Fa	11	315.0	4	116.547	116.846
123.006	0.8999999999999915	trials	60	s060_J210421	grCe_grSu12SmCiNe_PS	21	225.0	4	123.306	123.606
123.60600000000001	0.8999999999999915	trials	60	s060_J210421	grCe_grSu6CiNe_PS	19	315.0	4	123.906	124.206
129.149	0.9000000000000057	trials	60	s060_J210421	grCe_grSu18Fa	11	0.0	4	129.449	129.748
132.94899999999998	0.9000000000000057	trials	60	s060_J210421	grCe_grSu18Fa	11	180.0	4	133.249	133.549
140.058	0.9000000000000057	trials	60	s060_J210421	grCe_grSu18Fa	11	135.0	4	140.358	140.658
140.67499999999998	0.9000000000000057	trials	60	s060_J210421	grCe_grSu3Ne	5	0.0	4	140.975	141.275
